from_id,to_id,distance,walk_time,status
P0296,P0836,111,2,open
P0297,P0614,150,2,open
P0297,P0710,81,2,open
P0297,P0825,190,3,open
P0298,P0329,223,3,open
P0298,P0426,285,4,open
P0298,P0775,290,4,open
P0298,P0797,251,4,open
P0298,P0924,69,1,open
P0299,P0594,268,4,open
P0299,P0919,269,4,open
P0300,P0307,121,2,open
P0300,P0866,55,1,open
P0300,P0951,292,4,open
P0301,P0494,241,4,open
P0301,P0681,289,4,open
P0301,P0717,292,4,open
P0301,P0821,127,2,open
P0301,P0859,78,1,open
P0302,P0606,251,4,open
P0302,P0790,68,1,open
P0303,P0462,168,3,open
P0303,P0554,299,4,open
P0303,P0637,143,2,open
P0303,P0881,148,2,open
P0304,P0505,226,3,open
P0304,P0882,291,4,open
P0305,P0385,237,3,open
P0305,P0443,157,2,open
P0305,P0511,89,2,open
P0305,P0578,245,4,open
P0305,P0837,254,4,open
P0306,P0832,270,4,open
P0306,P0878,159,2,open
P0307,P0599,248,4,open
P0308,P0334,191,3,open
P0308,P0474,165,3,open
P0308,P0776,233,3,open
P0308,P0968,259,4,open
P0309,P0502,109,2,open
P0309,P0664,81,2,open
P0309,P0804,159,2,open
P0309,P0984,239,3,open
P0310,P0331,225,3,open
P0310,P0500,69,1,open
P0310,P0894,223,3,open
P0310,P0900,220,3,open
P0311,P0704,236,3,open
P0312,P0373,177,3,open
P0312,P0771,122,2,open
P0312,P0916,81,2,open
P0312,P0954,196,3,open
P0313,P0341,141,2,open
P0313,P0415,80,1,open
P0313,P0846,165,3,open
P0313,P0875,74,1,open
P0314,P0651,299,4,open
P0314,P0668,57,1,open
P0314,P0676,93,2,open
P0315,P0669,282,4,open
P0315,P0819,280,4,open
P0315,P0897,259,4,open
P0316,P0432,186,3,open
P0316,P0847,293,4,open
P0317,P0411,155,2,open
P0317,P0417,274,4,open
P0317,P0521,119,2,open
P0317,P0925,194,3,open
P0317,P0980,164,3,open
P0318,P0374,88,2,open
P0318,P0751,66,1,open
P0319,P0653,290,4,open
P0320,P0402,86,2,open
P0321,P0331,171,3,open
P0321,P0406,59,1,open
P0321,P0428,227,3,open
P0321,P0440,297,4,open
P0321,P0790,167,3,open
P0321,P0961,192,3,open
P0322,P0544,258,4,open
P0322,P0816,298,4,open
P0322,P0996,252,4,open
P0323,P0518,287,4,open
P0323,P0624,244,4,open
P0323,P0698,86,2,open
P0323,P0811,110,2,open
P0324,P0447,113,2,open
P0324,P0675,150,2,open
P0325,P0370,261,4,open
P0325,P0765,207,3,open
P0326,P0417,88,2,open
P0326,P0922,133,2,open
P0326,P0937,227,3,open
P0327,P0795,73,1,open
P0328,P0436,50,1,open
P0328,P0462,182,3,open
P0328,P0985,212,3,open
P0329,P0958,80,1,open
P0330,P0356,71,1,open
P0330,P0747,152,2,open
P0330,P0809,85,2,open
P0331,P0638,170,3,open
P0331,P0825,287,4,open
P0332,P1000,162,3,open
P0333,P0350,181,3,open
P0333,P0599,280,4,open
P0333,P0650,269,4,open
P0333,P0834,266,4,open
P0334,P0418,291,4,open
P0335,P0343,70,1,open
P0335,P0505,120,2,open
P0335,P0620,277,4,open
P0335,P0679,107,2,open
P0336,P0488,187,3,open
P0336,P0923,95,2,open
P0337,P0366,253,4,open
P0337,P0384,60,1,open
P0337,P0468,156,2,open
P0337,P0596,226,3,open
P0337,P0684,75,1,open
P0337,P0739,137,2,open
P0337,P0800,170,3,open
P0338,P0490,183,3,open
P0338,P0700,179,3,open
P0339,P0702,169,3,open
P0339,P0854,63,1,open
P0340,P0550,299,4,open
P0340,P0935,73,1,open
P0341,P0523,185,3,open
P0341,P0590,243,4,open
P0342,P0546,277,4,open
P0342,P0724,238,3,open
P0342,P0780,95,2,open
P0343,P0736,150,2,open
P0343,P0756,78,1,open
P0344,P0481,163,3,open
P0344,P0634,53,1,open
P0344,P0681,140,2,open
P0344,P0818,243,4,open
P0344,P0826,83,2,open
P0345,P0516,246,4,open
P0346,P0517,179,3,open
P0347,P0696,51,1,open
P0348,P0387,233,3,open
P0348,P0737,257,4,open
P0349,P0442,140,2,open
P0349,P0816,151,2,open
P0349,P0984,217,3,open
P0351,P0438,76,1,open
P0351,P0624,291,4,open
P0351,P0675,88,2,open
P0351,P0990,68,1,open
P0351,P1000,161,3,open
P0352,P0898,150,2,open
P0352,P0972,125,2,open
P0353,P0539,187,3,open
P0353,P0776,180,3,open
P0353,P0856,62,1,open
P0353,P0875,231,3,open
P0354,P0612,171,3,open
P0354,P0760,62,1,open
P0354,P0918,127,2,open
P0355,P0444,168,3,open
P0355,P0451,280,4,open
P0355,P0673,293,4,open
P0356,P0429,100,2,open
P0356,P0738,60,1,open
P0356,P0869,92,2,open
P0357,P0520,80,1,open
P0357,P0606,141,2,open
P0357,P0787,145,2,open
P0358,P0405,99,2,open
P0358,P0571,116,2,open
P0360,P0558,110,2,open
P0360,P0762,195,3,open
P0360,P0800,160,2,open
P0361,P0753,264,4,open
P0362,P0707,236,3,open
P0362,P0821,297,4,open
P0363,P0854,146,2,open
P0363,P0881,176,3,open
P0363,P0940,174,3,open
P0364,P0816,110,2,open
P0364,P0993,146,2,open
P0365,P0577,247,4,open
P0365,P0591,290,4,open
P0365,P0638,140,2,open
P0365,P0790,287,4,open
P0365,P0899,188,3,open
P0366,P0860,112,2,open
P0366,P0897,274,4,open
P0367,P0770,284,4,open
P0367,P0828,112,2,open
P0368,P0638,106,2,open
P0368,P0690,299,4,open
P0368,P0957,83,2,open
P0368,P0975,216,3,open
P0369,P0437,86,2,open
P0369,P0493,158,2,open
P0369,P0753,99,2,open
P0370,P0560,145,2,open
P0372,P0459,179,3,open
P0372,P0736,91,2,open
P0372,P0857,121,2,open
P0373,P0405,83,2,open
P0373,P0662,93,2,open
P0373,P0720,180,3,open
P0373,P0857,197,3,open
P0373,P0975,126,2,open
P0374,P0391,251,4,open
P0374,P0411,175,3,open
P0374,P0945,284,4,open
P0375,P0650,213,3,open
P0375,P0927,148,2,open
P0376,P0483,161,3,open
P0376,P0610,150,2,open
P0377,P0395,239,3,open
P0377,P0775,153,2,open
P0377,P0903,225,3,open
P0377,P0927,80,1,open
P0378,P0956,154,2,open
P0378,P0969,188,3,open
P0378,P0974,140,2,open
P0379,P0423,244,4,open
P0379,P0708,186,3,open
P0379,P0819,139,2,open
P0379,P0943,173,3,open
P0380,P0390,136,2,open
P0380,P0824,99,2,open
P0380,P0885,177,3,open
P0381,P0550,267,4,open
P0381,P0783,285,4,open
P0382,P0385,50,1,open
P0382,P0900,255,4,open
P0382,P0911,188,3,open
P0383,P0866,261,4,open
P0383,P0913,255,4,open
P0384,P0392,70,1,open
P0385,P0395,118,2,open
P0385,P0401,247,4,open
P0385,P0420,66,1,open
P0385,P0845,262,4,open
P0385,P0915,281,4,open
P0386,P0501,265,4,open
P0386,P0599,139,2,open
P0386,P0910,56,1,open
P0387,P0454,180,3,open
P0387,P0568,150,2,open
P0387,P0591,239,3,open
P0387,P0630,123,2,open
P0387,P0835,51,1,open
P0387,P0926,132,2,open
P0388,P0797,271,4,open
P0389,P0666,53,1,open
P0389,P0923,270,4,open
P0390,P0585,133,2,open
P0390,P0834,80,1,open
P0391,P0716,172,3,open
P0392,P0458,226,3,open
P0392,P0927,157,2,open
P0392,P0954,162,3,open
P0392,P0991,213,3,open
P0393,P0418,255,4,open
P0393,P0481,209,3,open
P0393,P0506,287,4,open
P0393,P0538,288,4,open
P0393,P0553,222,3,open
P0394,P0643,122,2,open
P0394,P0939,282,4,open
P0394,P0959,93,2,open
P0396,P0530,105,2,open
P0396,P0679,160,2,open
P0397,P0549,162,3,open
P0397,P0723,276,4,open
P0397,P0886,298,4,open
P0398,P0465,119,2,open
P0398,P0607,268,4,open
P0398,P0710,88,2,open
P0399,P0495,97,2,open
P0399,P0972,185,3,open
P0400,P0700,71,1,open
P0400,P0828,263,4,open
P0401,P0618,174,3,open
P0402,P0725,174,3,open
P0402,P0756,88,2,open
P0402,P0814,225,3,open
P0402,P0858,247,4,open
P0402,P0917,252,4,open
P0403,P0422,166,3,open
P0403,P0481,250,4,open
P0403,P0797,128,2,open
P0403,P0870,271,4,open
P0405,P0520,206,3,open
P0405,P0789,247,4,open
P0405,P0854,249,4,open
P0406,P0522,230,3,open
P0406,P0784,88,2,open
P0407,P0514,222,3,open
P0407,P0565,215,3,open
P0407,P0771,296,4,open
P0407,P0907,105,2,open
P0407,P0936,126,2,open
P0408,P0801,232,3,open
P0408,P0966,125,2,open
P0408,P0982,96,2,open
P0409,P0512,267,4,open
P0409,P0996,55,1,open
P0410,P0514,269,4,open
P0410,P0525,120,2,open
P0411,P0453,279,4,open
P0412,P0490,160,2,open
P0412,P0697,187,3,open
P0412,P0715,230,3,open
P0412,P0726,95,2,open
P0412,P0924,213,3,open
P0413,P0656,86,2,open
P0413,P0684,200,3,open
P0414,P0690,175,3,open
P0414,P0699,205,3,open
P0414,P0859,205,3,open
P0415,P0679,265,4,open
P0415,P0772,162,3,open
P0415,P0795,286,4,open
P0415,P0895,281,4,open
P0415,P0962,108,2,open
P0416,P0864,101,2,open
P0416,P0995,154,2,open
P0417,P0492,113,2,open
P0417,P0932,170,3,open
P0418,P0789,260,4,open
P0418,P0961,120,2,open
P0419,P0770,180,3,open
P0419,P1000,191,3,open
P0420,P0489,138,2,open
P0423,P0626,267,4,open
P0424,P0453,97,2,open
P0424,P0727,243,4,open
P0425,P0473,160,2,open
P0425,P0707,283,4,open
P0427,P0475,158,2,open
P0427,P0589,258,4,open
P0427,P0645,267,4,open
P0427,P0673,197,3,open
P0427,P0750,266,4,open
P0427,P0928,292,4,open
P0428,P0930,163,3,open
P0428,P0961,175,3,open
P0429,P0581,271,4,open
P0429,P0864,96,2,open
P0429,P0983,101,2,open
P0430,P0438,152,2,open
P0431,P0766,274,4,open
P0432,P0740,270,4,open
P0432,P0918,121,2,open
P0433,P0620,282,4,open
P0433,P0724,90,2,open
P0433,P0863,285,4,open
P0434,P0734,75,1,open
P0435,P0864,211,3,open
P0435,P0876,67,1,open
P0436,P0860,154,2,open
P0439,P0659,129,2,open
P0440,P0444,73,1,open
P0440,P0536,95,2,open
P0440,P0758,183,3,open
P0440,P0763,292,4,open
P0441,P0822,51,1,open
P0441,P0893,73,1,open
P0441,P0914,177,3,open
P0442,P0839,109,2,open
P0442,P0873,238,3,open
P0443,P0458,246,4,open
P0443,P0725,289,4,open
P0444,P0699,203,3,open
P0445,P0494,144,2,open
P0445,P0718,188,3,open
P0445,P0788,109,2,open
P0445,P0966,230,3,open
P0446,P0463,212,3,open
P0447,P0677,82,2,open
P0447,P0715,146,2,open
P0447,P0747,63,1,open
P0448,P0764,134,2,open
P0448,P0765,286,4,open
P0449,P0974,252,4,open
P0450,P0602,144,2,open
P0451,P0620,151,2,open
P0451,P0749,116,2,open
P0451,P0832,156,2,open
P0452,P0783,132,2,open
P0452,P0907,211,3,open
P0452,P0922,166,3,open
P0453,P0797,51,1,open
P0454,P0646,131,2,open
P0454,P0690,224,3,open
P0454,P0934,86,2,open
P0455,P0481,88,2,open
P0455,P0971,289,4,open
P0456,P0639,197,3,open
P0456,P0782,143,2,open
P0456,P0857,82,2,open
P0457,P0562,239,3,open
P0457,P0902,193,3,open
P0458,P0565,90,2,open
P0458,P0792,63,1,open
P0458,P0808,95,2,open
P0458,P0988,185,3,open
P0459,P0604,234,3,open
P0459,P0785,232,3,open
P0459,P0794,179,3,open
P0460,P0524,187,3,open
P0461,P0726,296,4,open
P0461,P0801,106,2,open
P0461,P0813,183,3,open
P0461,P0906,131,2,open
P0462,P0838,200,3,open
P0462,P0844,163,3,open
P0463,P0466,61,1,open
P0463,P0895,271,4,open
P0463,P0992,134,2,open
P0464,P0625,80,1,open
P0464,P0780,257,4,open
P0464,P0846,204,3,open
P0464,P0982,230,3,open
P0465,P0647,170,3,open
P0465,P0679,104,2,open
P0465,P0962,113,2,open
P0466,P0487,88,2,open
P0467,P0524,171,3,open
P0467,P0546,176,3,open
P0468,P0613,97,2,open
P0468,P0698,272,4,open
P0468,P0705,64,1,open
P0469,P0906,172,3,open
P0470,P0636,266,4,open
P0471,P0547,83,2,open
P0471,P0954,260,4,open
P0472,P0584,171,3,open
P0472,P0663,177,3,open
P0472,P0714,167,3,open
P0473,P0800,133,2,open
P0474,P0542,170,3,open
P0475,P0668,208,3,open
P0475,P0986,96,2,open
P0476,P0814,218,3,open
P0477,P0882,70,1,open
P0477,P0894,99,2,open
P0478,P0500,249,4,open
P0478,P0703,267,4,open
P0478,P0815,249,4,open
P0479,P0646,163,3,open
P0480,P0509,221,3,open
P0480,P0600,266,4,open
P0482,P0579,115,2,open
P0482,P0593,177,3,open
P0482,P0751,198,3,open
P0483,P0629,116,2,open
P0483,P0898,197,3,open
P0484,P0521,109,2,open
P0485,P0493,139,2,open
P0485,P0823,231,3,open
P0485,P0900,294,4,open
P0485,P0998,186,3,open
P0487,P0733,64,1,open
P0487,P0766,185,3,open
P0488,P0491,135,2,open
P0488,P0770,78,1,open
P0489,P0689,189,3,open
P0490,P0781,91,2,open
P0491,P0515,241,4,open
P0491,P0641,249,4,open
P0491,P0904,53,1,open
P0493,P0573,65,1,open
P0494,P0625,181,3,open
P0494,P0753,146,2,open
P0494,P0757,119,2,open
P0495,P0506,249,4,open
P0495,P0520,90,2,open
P0496,P0545,121,2,open
P0496,P0899,87,2,open
P0499,P0833,97,2,open
P0500,P0760,277,4,open
P0501,P0660,89,2,open
P0501,P0692,223,3,open
P0501,P0740,261,4,open
P0501,P0900,164,3,open
P0503,P0578,207,3,open
P0504,P0536,200,3,open
P0506,P0806,183,3,open
P0507,P0618,259,4,open
P0507,P0877,169,3,open
P0508,P0691,217,3,open
P0508,P0709,91,2,open
P0509,P0762,230,3,open
P0510,P0703,173,3,open
P0510,P0806,102,2,open
P0511,P0523,91,2,open
P0511,P0607,245,4,open
P0511,P0732,176,3,open
P0511,P0734,80,1,open
P0512,P0551,72,1,open
P0513,P0773,201,3,open
P0514,P0572,181,3,open
P0514,P0599,255,4,open
P0515,P0530,190,3,open
P0516,P0848,81,2,open
P0516,P0994,220,3,open
P0517,P0770,123,2,open
P0517,P0868,125,2,open
P0518,P0580,127,2,open
P0518,P0586,227,3,open
P0518,P0754,287,4,open
P0519,P0872,126,2,open
P0520,P0610,116,2,open
P0520,P0660,87,2,open
P0521,P0526,257,4,open
P0521,P0763,93,2,open
P0521,P0939,91,2,open
P0522,P0585,118,2,open
P0522,P0618,186,3,open
P0522,P0813,164,3,open
P0523,P0683,118,2,open
P0523,P0926,84,2,open
P0524,P0568,225,3,open
P0524,P0836,171,3,open
P0525,P0815,218,3,open
P0525,P0902,89,2,open
P0526,P0624,176,3,open
P0526,P0806,180,3,open
P0527,P0584,89,2,open
P0527,P0835,230,3,open
P0528,P0623,65,1,open
P0528,P0962,135,2,open
P0529,P0541,88,2,open
P0529,P0767,260,4,open
P0530,P0802,176,3,open
P0531,P0595,289,4,open
P0531,P0601,56,1,open
P0532,P0575,59,1,open
P0532,P0943,218,3,open
P0533,P0930,130,2,open
P0533,P0983,267,4,open
P0534,P0574,240,3,open
P0534,P0578,52,1,open
P0534,P0582,196,3,open
P0534,P0790,173,3,open
P0534,P0886,290,4,open
P0534,P0999,155,2,open
P0535,P0647,102,2,open
P0535,P0801,107,2,open
P0536,P0618,80,1,open
P0536,P0746,103,2,open
P0536,P0927,55,1,open
P0538,P0613,69,1,open
P0538,P0688,271,4,open
P0538,P0714,246,4,open
P0538,P0736,298,4,open
P0538,P0862,176,3,open
P0539,P0630,108,2,open
P0540,P0649,223,3,open
P0540,P0770,133,2,open
P0540,P0922,106,2,open
P0542,P0553,229,3,open
P0543,P0573,171,3,open
P0543,P0681,50,1,open
P0544,P0840,178,3,open
P0544,P0941,299,4,open
P0546,P0865,112,2,open
P0546,P0886,225,3,open
P0547,P0579,198,3,open
P0549,P0894,285,4,open
P0550,P0979,161,3,open
P0551,P0574,215,3,open
P0552,P0934,210,3,open
P0553,P0988,273,4,open
P0554,P0870,135,2,open
P0554,P0929,73,1,open
P0554,P0942,150,2,open
P0555,P0656,151,2,open
P0555,P0797,161,3,open
P0556,P0562,82,2,open
P0556,P0830,89,2,open
P0556,P0987,292,4,open
P0557,P0635,66,1,open
P0557,P0699,197,3,open
P0557,P0743,172,3,open
P0558,P0871,199,3,open
P0559,P0714,154,2,open
P0560,P0592,106,2,open
P0560,P0788,141,2,open
P0560,P0864,214,3,open
P0561,P0777,154,2,open
P0561,P0997,130,2,open
P0562,P0902,234,3,open
P0562,P0923,140,2,open
P0563,P0850,189,3,open
P0564,P0665,289,4,open
P0564,P0772,181,3,open
P0564,P0911,202,3,open
P0566,P0791,270,4,open
P0566,P0828,70,1,open
P0566,P0831,283,4,open
P0566,P0953,132,2,open
P0567,P0661,152,2,open
P0567,P0724,232,3,open
P0567,P0921,195,3,open
P0568,P0643,85,2,open
P0568,P0684,253,4,open
P0568,P0827,175,3,open
P0568,P0881,81,2,open
P0569,P0693,80,1,open
P0569,P0823,78,1,open
P0570,P0689,120,2,open
P0570,P0743,228,3,open
P0570,P0913,165,3,open
P0571,P0698,218,3,open
P0571,P0948,275,4,open
P0572,P0694,74,1,open
P0573,P0641,114,2,open
P0573,P0716,287,4,open
P0574,P0798,243,4,open
P0575,P0619,269,4,open
P0575,P0770,92,2,open
P0575,P0936,185,3,open
P0576,P0794,83,2,open
P0577,P0811,69,1,open
P0577,P0986,295,4,open
P0581,P0878,261,4,open
P0582,P0640,96,2,open
P0583,P0927,157,2,open
P0583,P0936,185,3,open
P0584,P0682,91,2,open
P0585,P0827,216,3,open
P0585,P0893,267,4,open
P0586,P0709,160,2,open
P0586,P0717,166,3,open
P0587,P0730,110,2,open
P0587,P0986,164,3,open
P0588,P0740,181,3,open
P0588,P0954,93,2,open
P0589,P0733,228,3,open
P0589,P0800,196,3,open
P0589,P0801,183,3,open
P0589,P0844,261,4,open
P0590,P0695,242,4,open
P0591,P0671,271,4,open
P0593,P0819,280,4,open
P0593,P0833,278,4,open
P0594,P0772,66,1,open
P0594,P0936,169,3,open
P0594,P0954,277,4,open
P0595,P0628,279,4,open
P0596,P0842,251,4,open
P0597,P0675,162,3,open
P0597,P0708,198,3,open
P0597,P0999,74,1,open
P0598,P0907,122,2,open
P0598,P0958,262,4,open
P0599,P0741,120,2,open
P0600,P0743,148,2,open
P0601,P0668,253,4,open
P0601,P0950,261,4,open
P0602,P0761,260,4,open
P0602,P0802,54,1,open
P0602,P0848,147,2,open
P0603,P0942,73,1,open
P0604,P0853,293,4,open
P0605,P0786,158,2,open
P0605,P0885,194,3,open
P0605,P0940,60,1,open
P0606,P0812,294,4,open
P0606,P0932,245,4,open
P0607,P0839,136,2,open
P0608,P0662,81,2,open
P0608,P0672,134,2,open
P0608,P0781,269,4,open
P0608,P0941,102,2,open
P0609,P0937,86,2,open
P0609,P0948,275,4,open
P0610,P0819,75,1,open
P0611,P0618,190,3,open
P0612,P0667,279,4,open
P0612,P0793,83,2,open
P0612,P0926,126,2,open
P0613,P0746,96,2,open
P0614,P0711,295,4,open
P0614,P0781,246,4,open
P0614,P0847,185,3,open
P0614,P0895,79,1,open
P0614,P0999,146,2,open
P0615,P0810,89,2,open
P0615,P0817,271,4,open
P0615,P0841,205,3,open
P0616,P0634,297,4,open
P0616,P0722,237,3,open
P0616,P0885,106,2,open
P0617,P0649,226,3,open
P0617,P0889,206,3,open
P0618,P0756,121,2,open
P0618,P0909,124,2,open
P0618,P0918,276,4,open
P0619,P0921,166,3,open
P0620,P0681,118,2,open
P0620,P0688,233,3,open
P0620,P0915,229,3,open
P0621,P0804,219,3,open
P0621,P0835,277,4,open
P0622,P0798,152,2,open
P0622,P0848,128,2,open
P0622,P0947,288,4,open
P0623,P0862,162,3,open
P0623,P0893,140,2,open
P0624,P0875,109,2,open
P0624,P0951,54,1,open
P0626,P0925,154,2,open
P0627,P0665,98,2,open
P0627,P0830,189,3,open
P0627,P0959,258,4,open
P0628,P0926,104,2,open
P0629,P0944,253,4,open
P0631,P0965,255,4,open
P0632,P0758,143,2,open
P0632,P0988,288,4,open
P0633,P0676,157,2,open
P0634,P0940,120,2,open
P0636,P0824,216,3,open
P0637,P0703,261,4,open
P0638,P0727,147,2,open
P0638,P0972,148,2,open
P0639,P0673,125,2,open
P0639,P0846,257,4,open
P0641,P0792,76,1,open
P0641,P0816,90,2,open
P0642,P0694,258,4,open
P0642,P0762,149,2,open
P0642,P0929,258,4,open
P0642,P0984,140,2,open
P0643,P0753,300,4,open
P0644,P0715,138,2,open
P0644,P0880,120,2,open
P0645,P0749,57,1,open
P0645,P0789,127,2,open
P0645,P0878,196,3,open
P0645,P0909,105,2,open
P0646,P0728,92,2,open
P0647,P0787,189,3,open
P0648,P0896,256,4,open
P0648,P0986,169,3,open
P0649,P0761,199,3,open
P0650,P0916,300,4,open
P0651,P0769,93,2,open
P0651,P0857,215,3,open
P0652,P0788,67,1,open
P0653,P0778,111,2,open
P0653,P0829,74,1,open
P0654,P0738,266,4,open
P0655,P0843,191,3,open
P0656,P0698,95,2,open
P0657,P0797,59,1,open
P0657,P0848,110,2,open
P0657,P0895,170,3,open
P0658,P0799,230,3,open
P0659,P0891,169,3,open
P0660,P0843,209,3,open
P0660,P0862,173,3,open
P0661,P0924,209,3,open
P0661,P0928,68,1,open
P0661,P0968,156,2,open
P0662,P0681,152,2,open
P0662,P0722,82,2,open
P0663,P0958,55,1,open
P0663,P0977,91,2,open
P0664,P0979,87,2,open
P0665,P0705,166,3,open
P0665,P0868,143,2,open
P0666,P0774,158,2,open
P0666,P0835,279,4,open
P0667,P0817,152,2,open
P0667,P0917,256,4,open
P0667,P0929,119,2,open
P0668,P0707,236,3,open
P0668,P0857,214,3,open
P0670,P0688,121,2,open
P0670,P0741,229,3,open
P0670,P0983,260,4,open
P0671,P0834,248,4,open
P0671,P0918,274,4,open
P0671,P0952,257,4,open
P0672,P0737,282,4,open
P0672,P0760,77,1,open
P0672,P0829,161,3,open
P0672,P0986,218,3,open
P0673,P0902,67,1,open
P0674,P0713,219,3,open
P0674,P0819,141,2,open
P0674,P0825,170,3,open
P0674,P0982,61,1,open
P0675,P0807,241,4,open
P0676,P0853,215,3,open
P0677,P0748,197,3,open
P0677,P0816,153,2,open
P0679,P0955,256,4,open
P0680,P0910,74,1,open
P0681,P0784,95,2,open
P0681,P0883,124,2,open
P0684,P0810,224,3,open
P0684,P0965,122,2,open
P0686,P0813,242,4,open
P0686,P0878,52,1,open
P0687,P0750,252,4,open
P0687,P0761,264,4,open
P0687,P0886,167,3,open
P0688,P0872,161,3,open
P0688,P0909,248,4,open
P0688,P0915,226,3,open
P0689,P0731,293,4,open
P0689,P0849,201,3,open
P0690,P0796,87,2,open
P0691,P0809,281,4,open
P0692,P0802,227,3,open
P0692,P0919,135,2,open
P0693,P0712,183,3,open
P0694,P0959,79,1,open
P0695,P0951,133,2,open
P0696,P0816,257,4,open
P0696,P0830,106,2,open
P0697,P0717,240,3,open
P0697,P0840,108,2,open
P0698,P0808,235,3,open
P0699,P0713,276,4,open
P0700,P0719,147,2,open
P0701,P0815,101,2,open
P0701,P0960,192,3,open
P0701,P0973,246,4,open
P0702,P0919,242,4,open
P0702,P0938,248,4,open
P0704,P0920,172,3,open
P0705,P0815,220,3,open
P0705,P0971,77,1,open
P0706,P0792,251,4,open
P0706,P0921,266,4,open
P0707,P0716,230,3,open
P0707,P0997,138,2,open
P0711,P0812,124,2,open
P0712,P0810,146,2,open
P0712,P0910,65,1,open
P0712,P0991,256,4,open
P0713,P0867,75,1,open
P0713,P0900,78,1,open
P0713,P0950,268,4,open
P0713,P0990,257,4,open
P0714,P0731,101,2,open
P0714,P0822,102,2,open
P0714,P0995,166,3,open
P0717,P0906,193,3,open
P0718,P0925,170,3,open
P0718,P0989,268,4,open
P0719,P0755,181,3,open
P0719,P0952,59,1,open
P0721,P0797,149,2,open
P0721,P0828,90,2,open
P0722,P0745,299,4,open
P0724,P0765,53,1,open
P0724,P0919,185,3,open
P0726,P0802,258,4,open
P0728,P0780,201,3,open
P0729,P0837,110,2,open
P0730,P0888,158,2,open
P0732,P0945,300,4,open
P0735,P0838,259,4,open
P0735,P0922,236,3,open
P0738,P0763,202,3,open
P0739,P0858,137,2,open
P0741,P0922,253,4,open
P0742,P0860,180,3,open
P0742,P0863,286,4,open
P0743,P0784,250,4,open
P0743,P0912,272,4,open
P0745,P0856,217,3,open
P0745,P0932,262,4,open
P0746,P0853,62,1,open
P0746,P0867,69,1,open
P0748,P0786,283,4,open
P0748,P0826,53,1,open
P0749,P0861,182,3,open
P0749,P0981,218,3,open
P0750,P0813,70,1,open
P0751,P0923,129,2,open
P0751,P0962,93,2,open
P0752,P0933,229,3,open
P0753,P0934,185,3,open
P0753,P0940,70,1,open
P0754,P0803,66,1,open
P0754,P0997,172,3,open
P0755,P0833,172,3,open
P0755,P0841,271,4,open
P0755,P0874,81,2,open
P0755,P0958,54,1,open
P0760,P0891,223,3,open
P0760,P0957,278,4,open
P0761,P0855,94,2,open
P0764,P0989,115,2,open
P0764,P1000,230,3,open
P0771,P0867,210,3,open
P0772,P0820,169,3,open
P0772,P0907,143,2,open
P0772,P0936,248,4,open
P0774,P0837,91,2,open
P0774,P0860,170,3,open
P0778,P0825,225,3,open
P0779,P0829,147,2,open
P0779,P0929,238,3,open
P0779,P0948,280,4,open
P0780,P0796,137,2,open
P0782,P0859,97,2,open
P0785,P0812,204,3,open
P0785,P0850,193,3,open
P0786,P0866,256,4,open
P0791,P0956,117,2,open
P0793,P0805,121,2,open
P0793,P0847,293,4,open
P0794,P0970,233,3,open
P0795,P0860,201,3,open
P0796,P0919,149,2,open
P0796,P0940,58,1,open
P0796,P0977,79,1,open
P0797,P0993,259,4,open
P0798,P0801,172,3,open
P0798,P0964,276,4,open
P0802,P0808,239,3,open
P0804,P0882,160,2,open
P0809,P0971,285,4,open
P0810,P0935,287,4,open
P0811,P0832,136,2,open
P0812,P0873,197,3,open
P0812,P0902,210,3,open
P0814,P0892,258,4,open
P0817,P0844,169,3,open
P0817,P0880,167,3,open
P0818,P0870,71,1,open
P0818,P0896,59,1,open
P0820,P0942,246,4,open
P0821,P0898,70,1,open
P0823,P0905,132,2,open
P0824,P0832,268,4,open
P0825,P0843,149,2,open
P0825,P0883,186,3,open
P0826,P0933,177,3,open
P0826,P0965,248,4,open
P0828,P0841,107,2,open
P0830,P0893,163,3,open
P0830,P0920,250,4,open
P0830,P0927,103,2,open
P0833,P0973,150,2,open
P0836,P0918,52,1,open
P0836,P0987,247,4,open
P0838,P0974,205,3,open
P0839,P1000,231,3,open
P0840,P0853,206,3,open
P0841,P0996,146,2,open
P0842,P0984,79,1,open
P0842,P0997,128,2,open
P0845,P0865,91,2,open
P0845,P0924,226,3,open
P0849,P0868,142,2,open
P0852,P0969,220,3,open
P0855,P0991,146,2,open
P0858,P0869,186,3,open
P0863,P0901,215,3,open
P0863,P0995,93,2,open
P0866,P0934,249,4,open
P0867,P0888,77,1,open
P0870,P0931,77,1,open
P0871,P0928,217,3,open
P0873,P0880,289,4,open
P0873,P0922,128,2,open
P0879,P0896,97,2,open
P0883,P0903,221,3,open
P0887,P0981,120,2,open
P0890,P0960,271,4,open
P0894,P0967,205,3,open
P0896,P0905,296,4,open
P0897,P0959,265,4,open
P0897,P0991,296,4,open
P0899,P0997,61,1,open
P0900,P0978,193,3,open
P0905,P0946,166,3,open
P0908,P0959,261,4,open
P0908,P0998,238,3,open
P0912,P0963,226,3,open
P0913,P0966,287,4,open
P0914,P0916,257,4,open
P0916,P0931,177,3,open
P0920,P0951,160,2,open
P0932,P0995,296,4,open
P0946,P0972,225,3,open
P0956,P0978,67,1,open
P0958,P0963,241,4,open
